Utterance,Emotion_anger,Emotion_disgust,Emotion_fear,Emotion_joy,Emotion_neutral,Emotion_sadness,Emotion_surprise,Sentiment_negative,Sentiment_neutral,Sentiment_positive
Not at these prices.,True,False,False,False,False,False,False,True,False,False
Hi. Y'know in England this car would be on the other side of the store.  Woo!,False,False,False,True,False,False,False,False,False,True
"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",False,False,False,True,False,False,False,False,False,True
"Eh, Monica it, it feels so weird, y'know, Chandlers your friend...  Oh!",False,False,False,False,False,False,True,False,False,True
"Aw, all right take this bed, you can make other friends.",False,False,False,True,False,False,False,False,False,True
"You know, ever since I was little, I've been able to pick up quarters with my toes.",False,False,False,True,False,False,False,False,False,True
"Good for you.  Uh, quarters or rolls of quarters?",False,False,False,True,False,False,False,False,False,True
"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",True,False,False,False,False,False,False,True,False,False
That's OK.,False,False,False,False,True,False,False,False,True,False
"Oh, are you sure?",False,False,False,False,False,False,True,False,False,True
"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",True,False,False,False,False,False,False,True,False,False
We can't do that.,False,False,False,False,True,False,False,False,True,False
What? What can't you do?,False,False,False,False,False,False,True,True,False,False
She really said that?,False,False,False,False,False,False,True,False,False,True
"Well, I added the 'exactly like me' part...",False,False,False,False,True,False,False,False,True,False
"But she said she's looking for someone, and someone is gonna be there tonight.",False,False,False,False,True,False,False,False,True,False
'Tonight' tonight?,False,False,False,False,False,False,True,False,False,True
"Well, I think it's perfect.",False,False,False,True,False,False,False,False,False,True
"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",False,False,False,False,True,False,False,False,True,False
I can't remember the last time I got a girl to take care of my monkey.,False,False,False,False,False,True,False,True,False,False
"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",False,False,False,True,False,False,False,False,False,True
"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",False,True,False,False,False,False,False,True,False,False
"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",False,False,False,False,True,False,False,False,True,False
"No, just knowing you're gonna be there is enough.",False,False,False,False,True,False,False,False,True,False
"Alright, well, be good, I love you.",False,False,False,True,False,False,False,False,False,True
You kissed my best Ross! ...Or something to that effect.,True,False,False,False,False,False,False,True,False,False
"O-kay. Look, it, it was stupid.",False,False,False,False,False,True,False,True,False,False
Really stupid.,True,False,False,False,False,False,False,True,False,False
And I don't even know how it happened.,False,False,False,False,False,True,False,True,False,False
"I'm sorry, honey, I promise it will never happen again.",False,False,False,False,False,True,False,True,False,False
Are we okay now?,False,False,True,False,False,False,False,True,False,False
Yeah. No. No...,True,False,False,False,False,False,False,True,False,False
"Ah, the forbidden love of a man and his door.",False,False,False,False,True,False,False,False,True,False
"Shh. He did it. He told her off, and not just about the kiss, about everything.",False,False,False,False,True,False,False,False,True,False
You're kidding.,False,False,False,False,False,False,True,True,False,False
"No, no. He said ""When are you gonna grow up and start being a mom?""",False,False,False,False,True,False,False,False,True,False
Oh there it is.,False,False,False,False,True,False,False,False,True,False
Thats not your regular dry cleaners.,False,False,False,False,True,False,False,False,True,False
"I know, but that creep that I went on that date with goes to there so I have to find a new one.",False,True,False,False,False,False,False,True,False,False
"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",False,True,False,False,False,False,False,True,False,False
A new grocery store.,False,False,False,False,True,False,False,False,True,False
The universe said I was going to meet a nice guy and thats what they gave me?,True,False,False,False,False,False,False,True,False,False
When I get up there Im going to kick some ass.,True,False,False,False,False,False,False,True,False,False
"Dont worry Phoebe, youre gonna meet someone. If I can meet a great guy, so can you.",False,False,False,False,True,False,False,False,True,False
"Yeah, we both can. And we both will.",False,False,False,False,True,False,False,False,True,False
"Oh, you didnt have to come in with me.",False,False,False,False,True,False,False,False,True,False
Are you kidding? This is where they get out stains! Okay? This is like,False,False,False,True,False,False,False,False,False,True
"Oh, excuse me! I think you dropped s Wow!",False,False,False,False,False,False,True,False,False,True
"Im sorry, its just that youre so incredibly beautiful.",False,False,False,False,False,False,True,False,False,True
"Oh yeah well, Im sorry about that too, but what are you going to do?",False,False,False,False,True,False,False,False,True,False
"I hope you dont think Im crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",False,False,False,True,False,False,False,False,False,True
A little.   Now youre talking.,False,False,False,False,True,False,False,False,True,False
Would you like to go out and have a cup of coffee?,False,False,False,False,True,False,False,False,True,False
I-I-Id love to. Let me just tell my friend.,False,False,False,True,False,False,False,False,False,True
"Ooh, an ink stain! Hey, can I watch how you get this out?",False,False,False,True,False,False,False,False,False,True
She mustve left.,False,False,False,False,True,False,False,False,True,False
Monica! Stop throwing it so hard! We're on the same team!,True,False,False,False,False,False,False,True,False,False
Four hours? You guys have been doing this for four hours?,False,False,False,False,False,False,True,True,False,False
That's right baby.,False,False,False,True,False,False,False,False,False,True
"All right, let me in.",False,False,False,False,True,False,False,False,True,False
No-no! Don't do it! Don't!,False,False,True,False,False,False,False,True,False,False
He's a dropper!,True,False,False,False,False,False,False,True,False,False
"Oh yeah, that's right!",True,False,False,False,False,False,False,True,False,False
I'm not a dropper!,True,False,False,False,False,False,False,True,False,False
"It's really a uh-uh three person game, y'know?",False,False,False,False,True,False,False,False,True,False
